"employee_id","schoolName","fieldOfStudy","degreeName"
"t_1132","KU Leuven","Artificial Intelligence","Master's degree"
"t_1132","Université Jean Monnet Saint-Etienne","Machine Learning and Data Mining","Master's degree"
"t_1132","National Technical University of Ukraine 'Kyiv Polytechnic Institute'​","Computer Science","Bachelor of Applied Science - BASc"
"t_1133","KU Leuven",NA,"Postgraduate studies: Big data and analytics in business and management"
"t_1133","Bharati Vidyapeeth","Electronics Engineering","Bachelor of Technology - BTech"
"t_1133","Montfort Secondary School","High School","CBSE"
"t_1134","KU Leuven","Statistics and Data Science","Master of Science - MS"
"t_1134","Jiangsu University","Applied Mathematics","Bachelor's degree"
"t_1135","KU Leuven","ingenieurswetenschappen: elektrotechniek","Master of Science"
"t_1136","University of Leuven","Toegepaste Economische Wetenschappen (DNF)","Bachelor’s Degree"
"t_1136","Sancta Maria","Handel","High School"
"t_1137","EDHEC Business School","International Business Management","Master of Science - MS"
"t_1137","Ecole centrale de Nantes","Control System, Robotics, and Automation Engineering","Master's degree"
"t_1137","KU Leuven","Building climate control","Thesis"
"t_1138","KU Leuven","Artificial Intelligence, option Big Data Analytics","Advanced Master"
"t_1138","KU Leuven","Mathematical Engineering","Master's degree"
"t_1138","KU Leuven","Computer Science and Electrical Engineering","Bachelor's degree"
"t_1139","KU Leuven","Entrepreneurship, Innovation and Strategy","Master's degree"
"t_1139","Xi'an Jiaotong University","International Economics and Trade","Bachelor's degree"
"t_1140","University of Leuven","Mathematical engineering","Master’s Degree"
"t_1140","Katholieke Universiteit Leuven","Chemical Engineering","Bachelor’s Degree"
"t_1140","Sint-Lodewijkscollege",NA,NA
"t_1141","KU Leuven","Master of Statistics and Data Science - European Master of Official Statistics (EMOS)","Master's degree"
"t_1141","KU Leuven","Political Science ","Bachelor's degree "
"t_1142","INSEAD",NA,"Business Foundations Certificate"
"t_1142","Université Pierre et Marie Curie","Système Avancés et Robotique","Master 2 (M2)"
"t_1142","EIGSI La Rochelle, école d'ingénieurs généralistes","Ingénierie mécatronique, robotique et automatisation","Master"
"t_1143","KU Leuven","Artificial Intelligence","Master's degree"
"t_1143","Gandhinagar Institute of Technology","Mechanical Engineering","Bachelor’s Degree"
"t_1144","KU Leuven","Artificial Intelligence","Master's degree"
"t_1145","KU Leuven",NA,"Getuigschrift praktijkgerichte sportpsychologie"
"t_1145","KU Leuven","Industrial and Organizational Psychology","Master's degree"
"t_1145","KU Leuven","Psychology","Bachelor's degree"
"t_1146","University of Antwerp","Computer Science","Doctor of Philosophy (Ph.D.)"
"t_1146","Katholieke Universiteit Leuven","Engineering: Computer science","Master of science"
"t_1146","Katholieke Universiteit Leuven","Informatics (Databases)","Master"
"t_1147","Université catholique de Louvain","Sport management","Master's degree"
"t_1147","KU Leuven","Physical Education (Sport)","Language Year & Bridge Program to the Master "
"t_1148","KU Leuven","Management Information Systems, General","Master's degree"
"t_1148","Athens University of Economics and Business","Business Administration and Management, General","Bachelor's degree"
"t_1148","University of Lausanne - UNIL","Business Administration and Management, General","Bachelor's and Master's degree"
"t_1149","KU Leuven","Robotics","Doctor of Philosophy - PhD"
"t_1149","Universidad de los Andes - Colombia","Ingeniería mecánica","Master of Science - MS"
"t_1149","Universidad de los Andes - Colombia","Ingeniería mecánica","Grado en Ingeniería"
"t_1150","KU Leuven","Artificial Intelligence","Master of Engineering - MEng"
"t_1150","KU Leuven","Mathematical Engineering","Master of Engineering - MEng"
"t_1150","KU Leuven","Mathematics","Bachelor's degree"
"t_1151","KU Leuven","Theoretical and Mathematical Physics minor Artificial Intelligence","Master of Physics"
"t_1152","KU Leuven","Statistics","Master's degree"
"t_1152","Université Saint-Louis - Bruxelles","Business Engineering","Bachelor's degree"
"t_1153","KU Leuven","Statistics (General Statistical Methodology)","Master of Science - MS"
"t_1153","National University of Ireland, Galway","Mathematical Science","Bachelor of Science - BS"
"t_1154","Vrije Universiteit Brussel","Artificial Intelligence","Doctor of Engineering Sciences -- PhD"
"t_1154","University of Leuven","Electrical and Electronics Engineering","Master of Science in Engineering -- MSc"
"t_1154","The University of Lahore","Electrical Engineering","Bachelor of Science in Engineering -- BSc"
"t_1155","University of Leuven",NA,"Doctor in Engineering, Methods and Algorithms for Systematic Biologically-Inspired Design"
"t_1155","KU Leuven","Industrial Management - Information and Communication Technology","Master"
"t_1155","KU Leuven","Artificial Intelligence - Engineering and Computer Science","Master"
"t_1156","KU Leuven","Artificial Intelligence","Advanced Master"
"t_1156","KU Leuven","Business and Information Systems Engineering","Master of Science"
"t_1156","HEC Liège","Economics and Business Management","Bachelor of Science"
"t_1157","KU Leuven","Burgerlijk Ingenieur Computerwetenschappen","Master of Science (M.Sc.)"
"t_1157","De Nayer Instituut Sint Katelijne Waver","Elektronica-ICT","Master of Science (M.Sc.)"
"t_1158","University of Amsterdam","Business Information Systems","Master of Science (MSc)"
"t_1158","University of Leuven",NA,"Pre-Master of Information Management"
"t_1158","Amsterdam University of Applied Sciences","Business IT & Management","Bachelor of Business Administration (BBA)"
"t_1159","Katholieke Universiteit Leuven","Business/Managerial Economics/Engineering","Master’s Degree"
"t_1159","Katholieke Universiteit Leuven","Tourism and Travel Services Management","Master in Tourism and Interculturality"
"t_1159","Lessius Hogeschool Mechelen","Latin American Studies","Postgraduate Latin-America"
"t_1160","KU Leuven","Statistics and Data Science","Master of Science - MS"
"t_1160","Jiangsu University","Insurance","Bachelor's degree"
"t_1161","Università degli Studi di Padova","Statistics","Master of Science - MS"
"t_1161","KU Leuven","Master of Statistics and Data Science","Erasmus"
"t_1161","Università degli Studi di Padova","Statistics for Business and Economics","Bachelor's degree"
"t_1162","KU Leuven","Statistics & Data Science","Master of Science - MS"
"t_1163","KU Leuven","Electrical and Electronics Engineering","Doctor of Philosophy - PhD"
"t_1163","Eindhoven University of Technology","Systems and Control","Master of Science - MS"
"t_1163","Tecnológico de Monterrey",NA,"B.Sc. Mechatronics Engineering"
"t_1164","KU Leuven","MSc Statistics",NA
"t_1164","Aston University","Internationale Betriebswirtschaftlehre mit Deutsch und Spanish","Bachelor's Degree"
"t_1164","Gymnázium Dominika Tatarku",NA,"High School"
"t_1165","University of Leuven","Mathematics","Doctor of Philosophy (Ph.D.)"
"t_1165","Københavns Universitet","Mathematics","Doctor of Philosophy (Ph.D.)"
"t_1165","Coursera.com",NA,"Machine Learning - Stanford University"
"t_1166","KU Leuven","Division of Mecha(tro)nic System Dynamics, Department of Mechanical Engineering","Doctor of Engineering Technology (PhD) "
"t_1166","Technical University of Berlin","Faculty of Electrical Engineering and Computer Science (MAPNET) ",NA
"t_1166","Osaka University","Division of Electrical Electronic and Information Engineering (MAPNET)","Master of Engineering (MEng)"
"t_1167","Politechnika Warszawska","Artificial Intelligence","M. Sc."
"t_1167","KU Leuven","Artificial Intelligence","M. Sc."
"t_1167","Politechnika Warszawska","Computer Science","B. Eng."
"t_1168","KU Leuven","Artificial Intelligence","Master of Science - MS"
"t_1168","KU Leuven","Applied Computer Science","Master of Science - MS"
"t_1168","Hogeschool Gent","Applied Computer Science","Bachelor of Applied Science (BASc)"
"t_1169","KU Leuven","Computer Science","Master of Artificial Intelligence"
"t_1169","Universiteit Hasselt","Industrial Engineering: Electromechanics","Master of Engineering (M.Eng.)"
"t_1169","Universitat Politècnica de València (UPV)","Electromechanical Engineering",NA
"t_1170","KU Leuven","Artificial Intelligence","Master of Science - MS"
"t_1170","Université Jean Monnet Saint-Etienne","Machine Learning and Data Mining","Masters in Computer Science"
"t_1170","National Institute of Technology Rourkela","Computer Science and Engineering","Bachelor of Technology (B.Tech.)"
"t_1171","KU Leuven","Computer Science","Master's degree"
"t_1171","KTH Royal Institute of Technology","Computer Science","Exchange"
"t_1171","KU Leuven","Engineering Science","Bachelor's degree"
"t_1172","KU Leuven","Corporate Finance","Master of Business Administration - MBA"
"t_1172","KU Leuven","Business administration / Business management","Bachelor's degree"
"t_1172","Vysoká škola ekonomická v Praze","Erasmus, Business administration / Business management",NA
"t_1173","Katholieke Universiteit Leuven","Kernfysica","Master of Science (MS)"
"t_1173","Katholieke Universiteit Leuven","Natuurkunde","Bachelor of Science (BS)"
"t_1173","Sint-Pieterscollege Jette","Wetenschappen-Wiskunde","High-school diploma"
"t_1174","KU Leuven","Master of Engineering Science: Mathematical Engineering","Master's degree"
"t_1174","KU Leuven","Bachelor of Engineering Science: Electrical Engineering - Computer Science","Bachelor's degree"
"t_1175","University of Leuven","Computer Science with Artificial Intelligence","Master’s Degree"
"t_1175","University of Southampton","Computer Science","Bachelor’s Degree"
"t_1175","National high school of Mathematics and Natural Sciences",NA,"Mathematics and Informatics"
"t_1176","KU Leuven","Summer school on the Law & Ethics and Policy of Artificial Intelligence","Certificate"
"t_1176","Cardiff Metropolitan University","Computer Science (Data Analytics)",NA
"t_1176","UC Leuven-Limburg","Applied Computer Science ","Bachelor of Technology"
"t_1177","Indian Institute of Technology, Ropar","Mechanical Engineering and Biomedical Engineering","Bachelor of Technology - BTech"
"t_1177","KU Leuven","Biomedical/Medical Engineering","Master of Science - MS"
"t_1178","KU Leuven","Information management","Master's degree"
"t_1178","KU Leuven",NA,"Business Economics"
"t_1179","KU Leuven","Artificial intelligence","Master's degree"
"t_1179","KU Leuven","Industrial Engineering Automation","Master's degree"
"t_1179","Faculty of Engineering, University of Southern Denmark","Robotica","Master of Science in Engineering"
"t_1180","Vlerick Business School","General Management","Master's degree"
"t_1180","Katholieke Universiteit Leuven Faculty of Engineering Technology","Industrial Engineering - Electromechanics in Intelligent Mobility","Master of Engineering (B.E.)"
"t_1180","Katholieke Universiteit Leuven faculty of Engineering Technology","Industrieel Ingenieur, management","Postgraduate Program in Innovative Entrepreneurial Engineering Experience"
"t_1181","KU Leuven","Information Management","Master's degree"
"t_1181","KU Leuven","Industrial Engineering Electronics and ICT","Master's degree"
"t_1181","De Nayer Instituut","Electronics and ICT","Bachelor's degree"
"t_1182","Deeplearning.ai",NA,"Deep Learning Specialization"
"t_1182","Deeplearning.ai","Deep learning","TensorFlow: Advanced Techniques"
"t_1182","Deeplearning.ai","Machine Learning","Generative Adversarial Networks (GANs)"
"t_1183","KU Leuven","Statistics","Master of Science (MS)"
"t_1183","KU Leuven","Educational Studies","Master of Science (MSc)"
"t_1183","Xiangtan University","Linguistics","Bachelor's degree"
"t_1184","University of Autodidactism",NA,"Master's Degree in Human Existence"
"t_1184","KU Leuven","Mathematics and Statistics","Master's Degree"
"t_1184","Leiden University","International Relations and Diplomacy","MA"
"t_1185","KU Leuven","Information Management","Master of Science (MSc)"
"t_1185","KU Leuven","Business Economics","Bachelor of Science (BSc)"
"t_1186","KU Leuven","Artificial Intelligence","Master of Engineering - Computer Science"
"t_1186","Universiteti Politeknik i Tiranës","Computer Engineering","Bachelor's degree"
"t_1187","University of Leuven","Computer Science","Masters in Artificial Intelligence"
"t_1187","Anna University","Computer Science","Bachelor of Engineering (B.E.)"
"t_1188","KU Leuven","Computer Science","Master of Engineering - MEng"
"t_1188","Universidade de Évora","Computer Science","Bachelor of Science - BS"
"t_1188","Instituto Superior Técnico","Mechanical Engineering","Integrated Master"
"t_1189","KU Leuven","Sociology, survey methodology, social statistics","Master's degree"
"t_1189","Katholieke Universiteit Brussel","Statistics","Special Diploma in Quantitative Data Analysis for the Social Sciences"
"t_1189","Hult Ashridge","Organizational Leadership","Performance Through People "
"t_1190","KU Leuven","Mathematics","Master of Mathematics "
"t_1190","Udacity",NA,"Deep Learning Nanodegree"
"t_1190","University of Waterloo","Faculty of Mathematics","Computational Mathematics"
"t_1191","Katholieke Universiteit Leuven","Mathematics","Master of Science (M.Sc.)"
"t_1191","Universiteit Hasselt","Biostatistics","Master of Science (M.Sc.)"
"t_1192","KU Leuven","Management","Master's degree"
"t_1192","KU Leuven","Computer Science: Artificial Intelligence","Master of Engineering - MEng"
