"employee_id","summary"
"t_5826","The last 6 years I have been working as a data scientist, after being a researcher and teacher in academia for over 9 years. My scientific background provides me with a strong analytic mindset and a very solid background in statistics. I am an expert at translating theoretical questions and business problems into concrete data analyses. My experience as a teacher further helps me convey complex results in a way that is easy to understand for people without a background in statistics.

I have always had a passion for programming and technology. My knowledge of programming and databases greatly benefits me when creating data products, usually in Python.

I am a quick learner and enjoy a good challenge. I am creative in finding practical solutions to complex problems. In addition, my communication and teaching skills are excellent.

Skills and expertise:
- Data analysis, data mining, statistics, programming, research, psychology.  

Analytical programming languages and tools:
- Python, SQL, Spark, R.

Web development:
- HTML, CSS, Javascript, PHP, SQL.

Github:
- https://github.com/LFKoning"
"t_5827","Als master student Applied Mathematics fascineert het mij hoe complexe vraagstukken te vertalen zijn naar simpelere modellen en hoe het mogelijk is om met theoretische kennis over deze modellen een optimale oplossing te vinden. Het is mijn doel om deze kennis toe te passen in de IT, logistiek of financiële wereld."
"t_5828","Obtaining my bachelor degree in Computer Science & Engineering is currently my primary objective next to building managerial skills and knowledge on internal affairs and sustainable development through engagements in Formula Student Team Delft, Model United Nations and other extra-curricular activities. Over the past years I also had the opportunity to go beyond academic activities through short assignments in globally operating companies based in both Singapore and the Netherlands."
"t_5829","Young professional, Business Intelligence Consultant"
"t_5830","Data scientist in the field of methodology and statistics for neuroscientific research. My research interests are developing new data driven (unsupervised) machine learning techniques for neuroimaging data (i.e., big data). Another related research interest is to program easy to use software such that other researchers can apply and benefit from state of the art (computationally demanding) statistical methods.   "
"t_5831","Ik ben proactief en gedreven om zoveel mogelijk te leren. Wanneer ik een doel heb, ga ik ervoor en ik zal niet stoppen totdat ik heb bereikt wat ik wil, zoals teruggezien kan worden in mijn werkwijze."
"t_5832",NA
"t_5833",NA
"t_5834","Growing up, living, and working in Europe, Asia, and North America made adaptability and cultural sensitivity two of my traits. I embrace variety which is why I entertain an eclectic mix of interests and activities on and off the job.

Professionally, I thrive in analytical roles that require specialized knowledge. I like working on projects that foster insights, optimization, structure, and sustainability. I enjoy working in close-knit teams and with clients and tend to approach situations in a practical, holistic, and instinctive manner. Practical thinker and doer.

Analytical • Responsible • Organized • Selfless • Determined • Developer • Communicator"
"t_5835",NA
"t_5836","Tim Berretty is a data science lead at Albert Heijn. He leads a team that is responsible for all Data Science related work within the Commerce Domain. A domain with many exciting projects. For example, forecasting sales for upcoming bonus promotions, building algorithms to prescribe next best commercial actions or to optimize the assortment (making sure stores in each region offer what their local customers want most).

He has experience in coaching and leading team members in using NLP, econometric / forecasting models and reports to support marketing and sales in decision making. He also has a broad experience in optimizing digital marketing communication through web, app, email and advertising using AI and Data Science methodologies / technologies.

He has worked for different national and international companies and participated in performing all different kinds of analyses and evaluations, advising on optimising different types of marketing related activities.

He graduated in econometrics and management science. Before he joined Albert Heijn, he has worked at Unilever Food solutions as a Data Science Manager, as a senior data scientist at Travelbird, as a marketing data analyse team lead at 2organize 2012-2015 and he was a researcher at SEOR BV in the period 2006-2012, worked as a researchassistent at EIM BV in 2003/2004 and at the Erasmus University in the first half of 2006."
